No,DHIS2 Code,MoH_Facility_Name,MoH_Facility_ID,HFR Code,DATIM_ID,SNU,PSNU,Facility,Facility,Military,Funding Agency,IP,COP23FY24
2415,FW7ECOpxPE7,Kyengege Health Center,FW7ECOpxPE7,109721-1,AQkzUHYZhin,Singida,Iramba District Council,Kyengege Health Center,Kyengege Health Center,,USAID,EGPAF,4
2416,h0gdRw0KjNo,Sukuro Dispensary,h0gdRw0KjNo,107657-9,QTDhqPadI7q,Manyara,Simanjiro District Council,Sukuro Dispensary,Sukuro Dispensary,,USAID,EGPAF,4
2417,JDYo1dgPXLU,Malambo Health Center,JDYo1dgPXLU,104161-5,Jpw4LOb2lPd,Arusha,Ngorongoro District Council,Malambo Health Center,Malambo Health Center,,USAID,EGPAF,4
2418,wXezDn6Ecqt,Shirimgungani Dispensary,wXezDn6Ecqt,107430-1,VsbAhLi12A5,Kilimanjaro,Hai District Council,Shirimgungani Dispensary,Shirimgungani Dispensary,,USAID,EGPAF,4
2419,UfAGnlmXo5f,Bahi Makulu Dispensary,UfAGnlmXo5f,100228-6,WkMCo6Urj7W,Dodoma,Bahi District Council,Bahi Makulu Dispensary,Bahi Makulu Dispensary,,USAID,EGPAF,4
2420,ZikVrd2Ee3E,Itaja Dispensary,ZikVrd2Ee3E,101955-3,xNuTBqUD1CF,Singida,Singida District Council,Itaja Dispensary,Itaja Dispensary,,USAID,EGPAF,4
2421,jGRJjf4ZM94,Shree Hindu Other Hospital,jGRJjf4ZM94,107442-6,xBoNrsIs8Iy,Arusha,Arusha City Council,Shree Hindu Other Hospital,Shree Hindu Other Hospital,,USAID,EGPAF,4
2422,ldZxNr4vifc,Bahi District Hospital,ldZxNr4vifc,113978-1,yXDqm5RrxxG,Dodoma,Bahi District Council,Bahi District Hospital,Bahi District Hospital,,USAID,EGPAF,4
2423,JjXa8mCMORx,Aga Khan Other Clinic,JjXa8mCMORx,100046-2,ItWmY6sJUVT,Dodoma,Dodoma Municipal Council,Aga Khan Other Clinic,Aga Khan Other Clinic,,USAID,EGPAF,4
2424,FK5Q4KMG5Md,Chikola Dispensary,FK5Q4KMG5Md,100799-6,rMvxuDOq0Ap,Dodoma,Bahi District Council,Chikola Dispensary,Chikola Dispensary,,USAID,EGPAF,4
2425,brgJl4ydgN0,Dominic Dispensary,brgJl4ydgN0,111029-5,HOdPAXnaKgD,Singida,Mkalama District Council,Dominic Dispensary,Dominic Dispensary,,USAID,EGPAF,4
2426,F2hyCjJN7hP,Engaruka Dispensary,F2hyCjJN7hP,101100-6,FzqdzlhbMbQ,Arusha,Monduli District Council,Engaruka Dispensary,Engaruka Dispensary,,USAID,EGPAF,4
2427,xR68lXDOqGH,Makiba Health Center,xR68lXDOqGH,104103-7,UmFKGzYIRlH,Arusha,Meru District Council,Makiba Health Center,Makiba Health Center,,USAID,EGPAF,4
2428,Uz1N2AVnrQy,Saranda Dispensary,Uz1N2AVnrQy,107301-4,kHLU2PGkMNV,Singida,Manyoni District Council,Saranda Dispensary,Saranda Dispensary,,USAID,EGPAF,4
2429,cG019mVDC23,Kiru Dispensary,cG019mVDC23,103046-9,o0Q8LkjToOP,Manyara,Babati District Council,Kiru Dispensary,Kiru Dispensary,,USAID,EGPAF,4
2430,rMw6u4oWivA,Makuyuni Dispensary,rMw6u4oWivA,104153-2,MgKoXfwe0qs,Kilimanjaro,Moshi District Council,Makuyuni Dispensary,Makuyuni Dispensary,,USAID,EGPAF,4
2431,vXaUr5p4QzO,Manda Dispensary,vXaUr5p4QzO,109833-4,dwcIeg8fh5D,Dodoma,Chamwino District Council,Manda Dispensary,Manda Dispensary,,USAID,EGPAF,4
2432,KIGdaUrKE7d,Mpola Dispensary,KIGdaUrKE7d,105384-2,LSliDW416R5,Singida,Manyoni District Council,Mpola Dispensary,Mpola Dispensary,,USAID,EGPAF,4
2433,CVrtbqdDpGw,Nainokanoka Health Center,CVrtbqdDpGw,106078-9,pHiOvopsoCQ,Arusha,Ngorongoro District Council,Nainokanoka Health Center,Nainokanoka Health Center,,USAID,EGPAF,4
2434,EmLaqiX9HCd,Kiongozi Dispensary,EmLaqiX9HCd,102987-5,EoebORoQaqz,Manyara,Babati Town Council,Kiongozi Dispensary,Kiongozi Dispensary,,USAID,EGPAF,4
2435,rDZY6mVFvr5,Pahi Govt Health Center,rDZY6mVFvr5,106951-7,U7KZ5felBfl,Dodoma,Kondoa District Council,Pahi Govt Health Center,Pahi Govt Health Center,,USAID,EGPAF,4
2436,zSKLfSr9Lwb,Ibugule Dispensary,zSKLfSr9Lwb,101453-9,BgrsUOuExCC,Dodoma,Bahi District Council,Ibugule Dispensary,Ibugule Dispensary,,USAID,EGPAF,4
2437,DafqZGVOvGM,Kwadelo Dispensary,DafqZGVOvGM,103353-9,NDbc1PHxClB,Dodoma,Kondoa District Council,Kwadelo Dispensary,Kwadelo Dispensary,,USAID,EGPAF,4
2438,ZbMenohzMVB,Loiborsoit B Dispensary,ZbMenohzMVB,103570-8,AAGe8pG59IE,Manyara,Simanjiro District Council,Loiborsoit B Dispensary,Loiborsoit B Dispensary,,USAID,EGPAF,4
2439,LQcq2CdkmMw,Moshono Health Center,LQcq2CdkmMw,114594-5,x6zoIslxzrp,Arusha,Arusha City Council,Moshono Health Center,Moshono Health Center,,USAID,EGPAF,4
2440,oSomRl29JWb,Nkhome Dispensary,oSomRl29JWb,106517-6,iCWGDfcMrLf,Dodoma,Bahi District Council,Nkhome Dispensary,Nkhome Dispensary,,USAID,EGPAF,4
2441,wU52OqQl3Ef,Mughamo Dispensary,wU52OqQl3Ef,105632-4,p0N8H8sexN7,Singida,Singida District Council,Mughamo Dispensary,Mughamo Dispensary,,USAID,EGPAF,4
2442,E8LZvCJB5pn,Sambaru Dispensary,E8LZvCJB5pn,107261-0,X8kz3YU3JoL,Singida,Ikungi District Council,Sambaru Dispensary,Sambaru Dispensary,,USAID,EGPAF,4
2443,xEbKHUn8Pw3,Ipera Health Center,xEbKHUn8Pw3,101827-4,jhI1z4GFcrl,Dodoma,Mpwapwa District Council,Ipera Health Center,Ipera Health Center,,USAID,EGPAF,4
2444,GlDUliat6LE,Minyughe Dispensary,GlDUliat6LE,104952-7,djak6fHOzPk,Singida,Ikungi District Council,Minyughe Dispensary,Minyughe Dispensary,,USAID,EGPAF,4
2445,rpAsL1wPtVf,Bashay Dispensary,rpAsL1wPtVf,100334-2,eCNrWanqg0w,Manyara,Mbulu District Council,Bashay Dispensary,Bashay Dispensary,,USAID,EGPAF,4
2446,s5sQLZpq4KS,Kivulini Health Center,s5sQLZpq4KS,112313-2,euxrgj3KiPp,Arusha,Arusha District Council,Kivulini Health Center,Kivulini Health Center,,USAID,EGPAF,4
2447,R8tOhdlEeWA,Mwandet Dispensary,R8tOhdlEeWA,105908-8,sq0JPWanBtn,Arusha,Arusha District Council,Mwandet Dispensary,Mwandet Dispensary,,USAID,EGPAF,4
2448,Uml4HL5i7hN,Ujungu Dispensary,Uml4HL5i7hN,108048-0,pdB8DCmTUY5,Singida,Iramba District Council,Ujungu Dispensary,Ujungu Dispensary,,USAID,EGPAF,4
2449,q72KyP8RGAW,Kitwai A Dispensary,q72KyP8RGAW,103205-1,opwbxzA0SxO,Manyara,Simanjiro District Council,Kitwai A Dispensary,Kitwai A Dispensary,,USAID,EGPAF,4
2450,PEleQwVlVEy,Labay Pentecoste Dispensary,PEleQwVlVEy,103441-2,i3FmyyPnFsY,Manyara,Mbulu District Council,Labay Pentecoste Dispensary,Labay Pentecoste Dispensary,,USAID,EGPAF,4
2451,PAc4B7r9avN,Loliondo Health Center,PAc4B7r9avN,103573-2,wbOGKMKaR6b,Arusha,Ngorongoro District Council,Loliondo Health Center,Loliondo Health Center,,USAID,EGPAF,4
2452,D0dYJs1VaPM,Luono Dispensary,D0dYJs1VaPM,103726-6,a2Ze7109ES6,Singida,Iramba District Council,Luono Dispensary,Luono Dispensary,,USAID,EGPAF,4
2453,LsTLgeGjGpV,Uru Kaskazini Dispensary,LsTLgeGjGpV,108151-2,bZTYSMB1mzT,Kilimanjaro,Moshi District Council,Uru Kaskazini Dispensary,Uru Kaskazini Dispensary,,USAID,EGPAF,4
2454,fP0Pi56SUsw,Gitting Dispensary,fP0Pi56SUsw,101222-8,dlZjKSwJmFx,Manyara,Hanang District Council,Gitting Dispensary,Gitting Dispensary,,USAID,EGPAF,4
2455,C4sewJivAZs,Ibwaga Dispensary,C4sewJivAZs,101459-6,iUaEAyiSm6i,Dodoma,Kongwa District Council,Ibwaga Dispensary,Ibwaga Dispensary,,USAID,EGPAF,4
2456,ABtKQJky7HA,Kahe Dispensary,ABtKQJky7HA,102185-6,MNkhHqkgd5n,Kilimanjaro,Rombo District Council,Kahe Dispensary,Kahe Dispensary,,USAID,EGPAF,4
2457,uTdrv4vOmFj,Kaselya Dispensary,uTdrv4vOmFj,102412-4,wj0v8Ax2R2k,Singida,Iramba District Council,Kaselya Dispensary,Kaselya Dispensary,,USAID,EGPAF,4
2458,i94RmHkd0Z3,Ngamu Dispensary,i94RmHkd0Z3,106341-1,zSKx1i3INce,Singida,Singida District Council,Ngamu Dispensary,Ngamu Dispensary,,USAID,EGPAF,4
2459,cDsqXOZF1Sq,Nkuhi Dispensary,cDsqXOZF1Sq,106542-4,PCc1DGsj8fV,Singida,Ikungi District Council,Nkuhi Dispensary,Nkuhi Dispensary,,USAID,EGPAF,4
2460,ydkEMvIwiZ0,Chandama Dispensary,ydkEMvIwiZ0,100727-7,RGYr7gq0WGk,Dodoma,Chemba District Council,Chandama Dispensary,Chandama Dispensary,,USAID,EGPAF,4
2461,PiMfwZsB5SI,Mtekente Dispensary,PiMfwZsB5SI,105548-2,OpvjykY5Rg3,Singida,Iramba District Council,Mtekente Dispensary,Mtekente Dispensary,,USAID,EGPAF,4
2462,pQcA0oJDX3t,Gunge Dispensary,pQcA0oJDX3t,101269-9,KFI7eRyi92B,Manyara,Simanjiro District Council,Gunge Dispensary,Gunge Dispensary,,USAID,EGPAF,4
2463,tpN3aixuLPI,Nangwa Dispensary,tpN3aixuLPI,106182-9,gQ6kt37QloZ,Manyara,Hanang District Council,Nangwa Dispensary,Nangwa Dispensary,,USAID,EGPAF,4
2464,MikKfCyQWeC,Njoge Dispensary,MikKfCyQWeC,106500-2,nDEdjpWNurX,Dodoma,Kongwa District Council,Njoge Dispensary,Njoge Dispensary,,USAID,EGPAF,4
2465,f4CJDm9hjCI,Banyibanyi Dispensary,f4CJDm9hjCI,100316-9,hh4I018dlYf,Dodoma,Kongwa District Council,Banyibanyi Dispensary,Banyibanyi Dispensary,,USAID,EGPAF,4
2466,kg4eb7egt8d,Chamwino District Hospital,kg4eb7egt8d,113853-6,B1hiFLIZI8a,Dodoma,Chamwino District Council,Chamwino District District Hospital,Chamwino District District Hospital,,USAID,EGPAF,4
2467,VyRFwCDRa26,Chamkoroma Health Center,VyRFwCDRa26,100721-0,mWf5sYJssot,Dodoma,Kongwa District Council,Chamkoroma Health Center,Chamkoroma Health Center,,USAID,EGPAF,4
2468,Gy2IV6ghdfd,Njoro Dispensary,Gy2IV6ghdfd,106505-1,RqxywsnxG5B,Kilimanjaro,Moshi Municipal Council,Njoro Dispensary,Njoro Dispensary,,USAID,EGPAF,4
2469,h0lckV6qUF9,Mpinga Dispensary,h0lckV6qUF9,105376-8,n9UVzpWALcr,Dodoma,Bahi District Council,Mpinga Dispensary,Mpinga Dispensary,,USAID,EGPAF,4
2470,erpYAPQRUPr,Mtunduru Dispensary,erpYAPQRUPr,105603-5,hMSI3KCb55X,Singida,Ikungi District Council,Mtunduru Dispensary,Mtunduru Dispensary,,USAID,EGPAF,4
2471,Bd7oDBCz4zV,Ngaresero Dispensary,Bd7oDBCz4zV,101098-2,zRODh1oUwN3,Arusha,Ngorongoro District Council,Ngaresero Dispensary,Ngaresero Dispensary,,USAID,EGPAF,4
2472,mL751l8lGr9,Wilunze Dispensary,mL751l8lGr9,108371-6,DDUNKwjAmLM,Dodoma,Chamwino District Council,Wilunze Dispensary,Wilunze Dispensary,,USAID,EGPAF,4
2473,TiOBLDQ1FTf,Kidaru Dispensary,TiOBLDQ1FTf,102652-5,z3qmLgwuQwS,Singida,Iramba District Council,Kidaru Dispensary,Kidaru Dispensary,,USAID,EGPAF,4
2474,sDMglOW1Tb7,Matovolwa Health Center,sDMglOW1Tb7,104483-3,QYd2sBZMbHk,Dodoma,Dodoma Municipal Council,Matovolwa Health Center,Matovolwa Health Center,,USAID,EGPAF,4
2475,PFCNeXZMHoD,Kyomu Dispensary,PFCNeXZMHoD,103436-2,eJoop7PVwYf,Kilimanjaro,Moshi District Council,Kyomu Dispensary,Kyomu Dispensary,,USAID,EGPAF,4
2476,oZf2KcDw1Z3,Makorongo Health Center,oZf2KcDw1Z3,104129-2,wNc2OpUaFRF,Dodoma,Chemba District Council,Makorongo Health Center,Makorongo Health Center,,USAID,EGPAF,4
2477,v9ZWDqvz4bJ,Mkonoo Health Center,v9ZWDqvz4bJ,105112-7,XbmFgmYboW4,Arusha,Arusha City Council,Mkonoo Health Center,Mkonoo Health Center,,USAID,EGPAF,4
2478,eJFmrvaDEuG,Tambi Dispensary,eJFmrvaDEuG,107726-2,URMOjIdUz8v,Dodoma,Mpwapwa District Council,Tambi Dispensary,Tambi Dispensary,,USAID,EGPAF,4
2479,hJr2TvAqxKL,Kimotorok Dispensary,hJr2TvAqxKL,102915-6,Wl8wGdHRGN1,Manyara,Simanjiro District Council,Kimotorok Dispensary,Kimotorok Dispensary,,USAID,EGPAF,4
2480,qmux2sKnysP,Maretadu Dispensary,qmux2sKnysP,104318-1,wbI3tayWWm3,Manyara,Mbulu District Council,Maretadu Dispensary,Maretadu Dispensary,,USAID,EGPAF,4
2481,PHgsxXHodUa,Mbelekese Dispensary,PHgsxXHodUa,104591-3,OJloEEIlMCR,Singida,Iramba District Council,Mbelekese Dispensary,Mbelekese Dispensary,,USAID,EGPAF,4
2482,tl56jWfSwe0,Gulwe Dispensary,tl56jWfSwe0,101265-7,ZqIbJ9o2jNc,Dodoma,Mpwapwa District Council,Gulwe Dispensary,Gulwe Dispensary,,USAID,EGPAF,4
2483,ADVlzDVgBzW,Ng'Hambi Dispensary,ADVlzDVgBzW,106321-3,muQgzuM2tnC,Dodoma,Mpwapwa District Council,Ng'Hambi Dispensary,Ng'Hambi Dispensary,,USAID,EGPAF,4
2484,jLcMfb6dgsr,Eagt Utemini Dispensary,jLcMfb6dgsr,109785-6,BmMyrNuj6RH,Singida,Singida Municipal Council,Eagt Utemini Dispensary,Eagt Utemini Dispensary,,USAID,EGPAF,4
2485,FSiaybkSADQ,Iguguno Dispensary,FSiaybkSADQ,101577-5,eXBYDeWs7sl,Singida,Mkalama District Council,Iguguno Dispensary,Iguguno Dispensary,,USAID,EGPAF,4
2486,OpRT5rDCLAb,Ngimu Dispensary,OpRT5rDCLAb,106384-1,jko4TJ7zXdc,Singida,Singida District Council,Ngimu Dispensary,Ngimu Dispensary,,USAID,EGPAF,4
2487,y1bzVkts5LE,Riroda Public Dispensary,y1bzVkts5LE,110705-1,fBDng9a6xmT,Manyara,Babati District Council,Riroda Public Dispensary,Riroda Public Dispensary,,USAID,EGPAF,4
2488,yqkcXzJ3m5n,Rongai Dispensary,yqkcXzJ3m5n,107099-4,BSq5SofHdES,Kilimanjaro,Rombo District Council,Rongai Dispensary,Rongai Dispensary,,USAID,EGPAF,4
2489,m2JPN0lN0cD,Haydarer Dispensary,m2JPN0lN0cD,101334-1,QRvQodV8ctU,Manyara,Mbulu District Council,Haydarer Dispensary,Haydarer Dispensary,,USAID,EGPAF,4
2490,CNauxoJIy4t,Tlawi Health Center,CNauxoJIy4t,107839-3,eseiX46sqwm,Manyara,Mbulu Town Council,Tlawi Health Center,Tlawi Health Center,,USAID,EGPAF,4
2491,LcBYVbygrMe,Balangdalalu Health Center,LcBYVbygrMe,100288-0,eJReeG5PV4F,Manyara,Hanang District Council,Balangdalalu Health Center,Balangdalalu Health Center,,USAID,EGPAF,4
2492,Zj8U6TyIz0s,Gendabi Health Center,Zj8U6TyIz0s,101197-2,JhASbKPHApc,Manyara,Hanang District Council,Gendabi Health Center,Gendabi Health Center,,USAID,EGPAF,4
2493,kTWt1MvzkJS,Ipande Dispensary,kTWt1MvzkJS,101823-3,ORMQn9aPsUE,Singida,Itigi District Council,Ipande Dispensary,Ipande Dispensary,,USAID,EGPAF,4
2494,Xe1hFpy36yX,Kikarara Dispensary,Xe1hFpy36yX,102771-3,PPrMXOyJp96,Kilimanjaro,Moshi District Council,Kikarara Dispensary,Kikarara Dispensary,,USAID,EGPAF,4
2495,hNamI2wmckE,Ndaleta Dispensary,hNamI2wmckE,106236-3,JFi5ZngxtG9,Manyara,Kiteto District Council,Ndaleta Dispensary,Ndaleta Dispensary,,USAID,EGPAF,4
2496,LhTo7deYpJo,Kongogo Dispensary,LhTo7deYpJo,103305-9,Ku7PUMHKneW,Dodoma,Bahi District Council,Kongogo Dispensary,Kongogo Dispensary,,USAID,EGPAF,4
2497,V0PuLb55r1M,Mpunguzi Dispensary,V0PuLb55r1M,105394-1,NcKkqQ0weuO,Dodoma,Dodoma Municipal Council,Mpunguzi Dispensary,Mpunguzi Dispensary,,USAID,EGPAF,4
2498,l89haaaZMXv,Railway Dispensary,l89haaaZMXv,107056-4,guC2e5acV6k,Dodoma,Dodoma Municipal Council,Railway Dispensary,Railway Dispensary,,USAID,EGPAF,4
2499,beDW7XWfuyo,Mwanakianga Ttc Dispensary,beDW7XWfuyo,105896-5,ae8wbmpnrol,Dodoma,Mpwapwa District Council,Mwanakianga Ttc Dispensary,Mwanakianga Ttc Dispensary,,USAID,EGPAF,4
2500,xosyLmQWceI,Naisinyai Dispensary,xosyLmQWceI,106080-5,DPvLCtVV1fE,Manyara,Simanjiro District Council,Naisinyai Dispensary,Naisinyai Dispensary,,USAID,EGPAF,4
2501,OGQ7joIgHSj,Buigiri Dispensary,OGQ7joIgHSj,100487-8,E3QQHtCB68B,Dodoma,Chamwino District Council,Buigiri Dispensary,Buigiri Dispensary,,USAID,EGPAF,4
2502,gxr9T8pQ2Lt,Ikowa Dispensary,gxr9T8pQ2Lt,101673-2,kFhLNuDXHMr,Dodoma,Chamwino District Council,Ikowa Dispensary,Ikowa Dispensary,,USAID,EGPAF,4
2503,FWIFjetUwQ4,Iyumbu Health Center,FWIFjetUwQ4,110805-9,WbhBw8sD1fd,Singida,Ikungi District Council,Iyumbu Health Center,Iyumbu Health Center,,USAID,EGPAF,4
2504,CSZoVKCPodu,Mseta Dispensary,CSZoVKCPodu,105451-9,l7nQPTa4V5B,Dodoma,Kongwa District Council,Mseta Dispensary,Mseta Dispensary,,USAID,EGPAF,4
2505,oWwAjJfD1H6,Chigwingwili Dispensary,oWwAjJfD1H6,100792-1,euYn6gh0LBD,Dodoma,Kongwa District Council,Chigwingwili Dispensary,Chigwingwili Dispensary,,USAID,EGPAF,4
2506,S86JB1u65io,Chilonwa Dispensary,S86JB1u65io,100814-3,ype7as8vCCz,Dodoma,Chamwino District Council,Chilonwa Dispensary,Chilonwa Dispensary,,USAID,EGPAF,4
2507,EwdOERu3DCX,Makaa Pumwani Dispensary,EwdOERu3DCX,104070-8,ziS0w5Z0gp9,Kilimanjaro,Moshi District Council,Makaa Pumwani Dispensary,Makaa Pumwani Dispensary,,USAID,EGPAF,4
2508,ErbxLamIPb6,Ruvu Remit Dispensary,ErbxLamIPb6,107184-4,Zuoti8S10SH,Manyara,Simanjiro District Council,Ruvu Remit Dispensary,Ruvu Remit Dispensary,,USAID,EGPAF,4
2509,oCI7LeZtcFl,Ihumwa Dispensary,oCI7LeZtcFl,101624-5,BqLWxJKhoov,Dodoma,Dodoma Municipal Council,Ihumwa Dispensary,Ihumwa Dispensary,,USAID,EGPAF,4
2510,sXPcQVZof2F,Mtanana A Dispensary,sXPcQVZof2F,105531-8,KY53V8ao3xr,Dodoma,Kongwa District Council,Mtanana A Dispensary,Mtanana A Dispensary,,USAID,EGPAF,4
2511,o6LPjyerfmF,Fame Other Hospital,o6LPjyerfmF,101124-6,Js4r1kNLEOW,Arusha,Karatu District Council,Fame Medical Health Center,Fame Medical Health Center,,USAID,EGPAF,4
2512,cMXbDCKFOjr,Kam Med Health Center,cMXbDCKFOjr,102269-8,cO2BEfldruW,Arusha,Arusha City Council,Kam Med Health Center,Kam Med Health Center,,USAID,EGPAF,4
2513,Kh7rXOKS4NY,Sabilo Dispensary,Kh7rXOKS4NY,108515-8,Fb3mHHm2pEs,Manyara,Babati Town Council,Sabilo Dispensary,Sabilo Dispensary,,USAID,EGPAF,4
2514,hsrp9uSXEB0,Kifaru Dispensary,hsrp9uSXEB0,102679-8,XJFi3MHLdb6,Kilimanjaro,Mwanga District Council,Kifaru Dispensary,Kifaru Dispensary,,USAID,EGPAF,4
2515,OUySGTlmPJf,Kinyagigi Dispensary,OUySGTlmPJf,102970-1,sdOv8Rf4zzq,Singida,Singida District Council,Kinyagigi Dispensary,Kinyagigi Dispensary,,USAID,EGPAF,4
2516,OnKc3Ze4p3w,Himo Cogi Dispensary,OnKc3Ze4p3w,101363-0,Xime4FtcA5r,Kilimanjaro,Moshi District Council,Himo Cogi Dispensary,Himo Cogi Dispensary,,USAID,EGPAF,4
2517,UsRPWAhpbmR,Mkiwa Dispensary,UsRPWAhpbmR,105079-8,OjgoeglVIPF,Singida,Ikungi District Council,Mkiwa Dispensary,Mkiwa Dispensary,,USAID,EGPAF,4
2518,juEJS7uYLtm,Kilema Pofo Dispensary,juEJS7uYLtm,102825-7,XdhcW1ZJmIy,Kilimanjaro,Moshi District Council,Kilema Pofo Dispensary,Kilema Pofo Dispensary,,USAID,EGPAF,4
2519,hwwY3xaXGds,Mtakuja Dispensary,hwwY3xaXGds,105523-5,CeYHbVX07Aa,Kilimanjaro,Moshi District Council,Mtakuja Dispensary,Mtakuja Dispensary,,USAID,EGPAF,4
2520,nNCJVPHrFXN,Mtera Tanesco Dispensary,nNCJVPHrFXN,105557-3,dndcoOmSVRn,Dodoma,Mpwapwa District Council,Mtera Tanesco Dispensary,Mtera Tanesco Dispensary,,USAID,EGPAF,4
2521,SWvG9hixBr9,Ipala Dispensary,SWvG9hixBr9,101819-1,GpyJTjJFzf0,Dodoma,Dodoma Municipal Council,Ipala Dispensary,Ipala Dispensary,,USAID,EGPAF,4
2522,jKEjnGoWlNd,Itiso Government Dispensary,jKEjnGoWlNd,101992-6,FfFPC41MS8Q,Dodoma,Chamwino District Council,Itiso Government Dispensary,Itiso Government Dispensary,,USAID,EGPAF,4
2523,Ckx51JsnKFH,Lukole Dispensary,Ckx51JsnKFH,103691-2,bKMjDPMnFoj,Dodoma,Mpwapwa District Council,Lukole Dispensary,Lukole Dispensary,,USAID,EGPAF,4
2524,UO1BBOq9LM3,Makanya Health Center,UO1BBOq9LM3,104089-8,heqdTuQ4nVI,Kilimanjaro,Same District Council,Makanya Health Center,Makanya Health Center,,USAID,EGPAF,4
2525,awy2Tgx0mo4,Masakta Dispensary,awy2Tgx0mo4,104372-8,LXZkcVvvdTM,Manyara,Hanang District Council,Masakta Dispensary,Masakta Dispensary,,USAID,EGPAF,4
2526,B9hGr6oSNtt,Ilangali Dispensary,B9hGr6oSNtt,101716-9,NS3M5wheADj,Dodoma,Chamwino District Council,Ilangali Dispensary,Ilangali Dispensary,,USAID,EGPAF,4
2527,yyJULdq0TkC,Kibigiri Dispensary,yyJULdq0TkC,102598-0,Y5NLQUn0ySZ,Singida,Iramba District Council,Kibigiri Dispensary,Kibigiri Dispensary,,USAID,EGPAF,4
2528,oceKLhON0pA,Mary Immaculata Miyuji Dispensary,oceKLhON0pA,101804-3,pupmcjQ2Yhq,Dodoma,Dodoma Municipal Council,Mary Immaculata Miyuji Dispensary,Mary Immaculata Miyuji Dispensary,,USAID,EGPAF,4
2529,dt6nqEWbaiP,Mvumi Makulu Dispensary,dt6nqEWbaiP,105774-4,UNxfdlNDxnA,Dodoma,Chamwino District Council,Mvumi Makulu Dispensary,Mvumi Makulu Dispensary,,USAID,EGPAF,4
2530,MsOXISkEBZT,Nondwa Dispensary,MsOXISkEBZT,106565-5,TqhUMoFeJiw,Dodoma,Bahi District Council,Nondwa Dispensary,Nondwa Dispensary,,USAID,EGPAF,4
2531,IftsM8gzc0d,Ughandi Dispensary,IftsM8gzc0d,108026-6,Fz88VXrbKhm,Singida,Singida District Council,Ughandi Dispensary,Ughandi Dispensary,,USAID,EGPAF,4
2532,nhyXEpSYBhY,Kitopeni Dispensary,nhyXEpSYBhY,103191-3,f9h1tSnRHRK,Singida,Itigi District Council,Kitopeni Dispensary,Kitopeni Dispensary,,USAID,EGPAF,4
2533,zPzELohvtze,Malangi Dispensary,zPzELohvtze,104168-0,wE4pOav0ksB,Manyara,Babati Town Council,Malangi Dispensary,Malangi Dispensary,,USAID,EGPAF,4
2534,Ctct10vSvz3,Mauno Health Center,Ctct10vSvz3,113421-2,wUj0L5bnY6Y,Dodoma,Kondoa District Council,Mauno Health Center,Mauno Health Center,,USAID,EGPAF,4
2535,j13wDRmjgje,Moipo Dispensary,j13wDRmjgje,105269-5,KSAmGkLE1al,Manyara,Simanjiro District Council,Moipo Dispensary,Moipo Dispensary,,USAID,EGPAF,4
2536,NDXk0yeDDDQ,Nduamughanga Dispensary,NDXk0yeDDDQ,106273-6,e7n7ZPaTrcv,Singida,Singida District Council,Nduamughanga Dispensary,Nduamughanga Dispensary,,USAID,EGPAF,4
2537,rr65ulfBU3a,Umati Dispensary,rr65ulfBU3a,108089-4,zzbRHWE2TyL,Dodoma,Dodoma Municipal Council,Umati Dispensary,Umati Dispensary,,USAID,EGPAF,4
2538,OizcMLh0dtn,Ghalunyangu Dispensary,OizcMLh0dtn,109633-8,GBnn1utAiqW,Singida,Singida District Council,Ghalunyangu Dispensary,Ghalunyangu Dispensary,,USAID,EGPAF,4
2539,Yol0R66RnKa,Imaculate Dispensary,Yol0R66RnKa,101777-1,SkkagomuCDx,Kilimanjaro,Hai District Council,Imaculate Dispensary,Imaculate Dispensary,,USAID,EGPAF,4
2540,iDcMJhbY1hI,Kyengege Dispensary,iDcMJhbY1hI,108470-6,YHHwzbtuhBD,Singida,Iramba District Council,Kyengege Dispensary,Kyengege Dispensary,,USAID,EGPAF,4
2541,kdAs3lgv5t1,Makuru Dispensary,kdAs3lgv5t1,105448-5,jhuJyY3asFo,Singida,Manyoni District Council,Makuru Dispensary,Makuru Dispensary,,USAID,EGPAF,4
2542,B4bRAzNozsi,Moita Bwawani Dispensary,B4bRAzNozsi,105270-3,WN2nNGSQeXj,Arusha,Monduli District Council,Moita Bwawani Dispensary,Moita Bwawani Dispensary,,USAID,EGPAF,4
2543,METqZAjXJ6N,Shimbwe Health Center,METqZAjXJ6N,109413-5,OlnAUL94Brl,Kilimanjaro,Moshi District Council,Shimbwe Health Center,Shimbwe Health Center,,USAID,EGPAF,4
2544,mzKLKe4jIi9,Bwawani Dispensary,mzKLKe4jIi9,100654-3,pGEZbZKxOJS,Arusha,Arusha District Council,Bwawani Dispensary,Bwawani Dispensary,,USAID,EGPAF,4
2545,Qev66TfJe1O,Irkiushioibor Dispensary,Qev66TfJe1O,101744-1,i3RaQSfYOBC,Manyara,Kiteto District Council,Irkiushioibor Dispensary,Irkiushioibor Dispensary,,USAID,EGPAF,4
2546,eNE4G7wEgaU,Nkulabi Dispensary,eNE4G7wEgaU,106544-0,RDEW3Qh4CeM,Dodoma,Dodoma Municipal Council,Nkulabi Dispensary,Nkulabi Dispensary,,USAID,EGPAF,4
2547,qJbU5y2tTGu,Zoisa Dispensary,qJbU5y2tTGu,108425-0,GwD4UTlz1Zu,Dodoma,Kongwa District Council,Zoisa Dispensary,Zoisa Dispensary,,USAID,EGPAF,4
